"cod_est","descripcion"
"08331010","BALSAMICO MENTOLADO LC"
"08331015","COMPRIMIDO FRUTAL LC"
"08331020","COMPRIMIDO MENTOLADO LC"
"08331025","CON PALO LC"
"08331030","MASTICABLE LC"
"08331035","RESTO LC"
"08331505","DISFRUTE FRUTAL GRAGEA LC"
"08331510","DISFRUTE FRUTAL LAMINA LC"
"08331515","DISFRUTE MENTOLADO LC"
"08331520","FUNCIONAL FRUTAL LC"
"08331525","FUNCIONAL MENTOL GRAGEA BT LC"
"08331530","FUNCIONAL MENTOL GRAGEA P. LC"
"08331535","FUNCIONAL MENTOL LAMINA LC"
"08332005","LICENCIA LC"
"08361005","GOLOSINAS FORMATO FAMILIAR"
"08361010","GOLOSINAS BRILLO BAJO GRAMAJE"
"08361015","GOLOSINAS AZUCAR BAJO GRAMAJE"
"08361020","GOLOSINAS PICA BAJO GRAMAJE"
"08361025","REGALICES BAJO GRAMAJE"
"08390505","MEXICANA APERITIVOS"
"08390510","MEXICANA ESPECIALIZACION"
"08390515","MEXICANA KITS"
"08390520","MEXICANA MASAS"
"08390525","MEXICANA SALSAS"
"08390530","LATINA Y CRIOLLA"
"08391005","CHINA"
"08391010","INDIA Y THAI"
"08391015","JAPONESA"
"08391020","COMIDA ASIATICA RESTO"
"08391505","ARABE"
"08391510","COMIDA RESTO RESTO"
"08420505","SNACKS"
"08420510","CEREALES, GALLETAS Y PAN"
"08420515","SALSA"
"08420520","COMIDA ALEMANA RESTO"
"08421005","COMIDA  INGLESA RESTO"
"08421010","CEREALES, PAN MOLDE Y GALLETAS"
"08421015","CHOCOLATE"
"08421020","MERMELADAS"
"08421025","SOPA Y SALSAS"
"08421030","TE Y AZUCAR"
"08421505","COMIDA  FRANCESA"
"08422005","COMIDA  HOLANDESA"
"08422505","COMIDA  RESTO"
"08450505","COCINA"
"08451005","SALUD"
"08451505","FRUTAS DESHIDRATADAS CIRUELAS"
"08451510","FRUTAS DESHIDRATADAS DATILES"
"08451515","FRUTAS DESHIDRATADAS HIGOS"
"08451520","FRUTAS DESHIDRATADAS OREJONES"
"08451525","FRUTAS DESHIDRATADAS PASAS"
"08451530","FRUTAS DESHIDRATADAS OTROS"
"08452005","FRUTOS SEC. S/CASCARA ALMENDRA"
"08452010","FRUTOS SEC. S/CASCARA AVELLANA"
"08452015","FRUTOS SEC. S/CASCARA NUEZ"
"08452020","FRUTOS SEC. S/CASCARA COCKTAIL"
"08452025","FRUTOS SEC. S/ CASCARA OTROS"
"08452505","FRUTOS SEC. C/CASCARA PISTACHO"
"08452510","FRUTOS SEC. C/CASCARA NUEZ"
"08452515","FRUTOS SEC. C/CASCARA OTROS"
"08480505","ACEITUNAS TRADICIONALES"
"08481005","ENCURTIDOS TRADICIONALES"
"09010101","ACEITE DE OLIVA 0,4 1L"
"09010103","ACEITE OLIVA 0,4º FORM.GRANDES"
"09010107","ACEITE DE OLIVA 1º 1L"
"09010109","ACEITE OLIVA 1º FORM. GRANDES"
"09010111","OTROS ACEITES OLIVA"
"09010301","ACEITE V. EXTRA  500 ML"
"09010302","ACEITE V. EXTRA 500 ML D.O."
"09010303","ACEITE V. EXTRA  0,75 L Y LATA"
"09010304","ESPECIALES 0,75 Y LATAS  D.O."
"09010305","ACEITE VIRGEN FORMATOS GRANDES"
"09010306","ESPECIALES PEQUEÑOS Y SPRAYS"
"09010307","ACEITE VIRGEN FORMATO PET"
"09010315","ACEITE V. EXTRA FORMATO PET"
"09010320","ACEITE V. EXTRA PET VARIETAL"
"09010501","ACEITES GIRASOL 1L"
"09010503","ACEITE GIRASOL FORMATO GRANDE"
"09010701","ACEITE DE MAIZ"
"09010703","OTROS ACEITES DE SEMILLAS"
"09020505","VINAGRES DE VINO PEQUEÑOS"
"09020510","VINAGRES DE VINO 1L"
"09021005","VINAGRES DE MANZANA O SIDRA"
"09021505","VINAGRES DE JEREZ Y OTROS"
"09021510","VINAGRES BALSAMICOS"
"09021515","VINAGRES AROMATIZADOS"
"09021520","CREMAS VINAGRE BALSAMICO"
"09021525","CREMAS VINAGRE FRUTA Y OTROS"
"09022005","VINAGRETAS"
"09022010","ADEREZOS LIMON"
"09022015","VINOS COCINAR"
"09030301","MAYO.S.FINAS FCO HASTA 300 ML"
"09030303","MAYO.S.FINAS FCO MAS 300 ML"
"09030306","MAYO.S.FINAS PET HASTA 300 ML"
"09030307","MAYO.S.FINAS PET MAS 300 ML"
"09030308","MAYONESAS SOBRES"
"09030309","SALSAS LIGERAS FRASCO"
"09030312","SALSAS LIGERAS PET"
"09030313","MAYONESAS C/OLIVA"
"09030340","MAYONESAS OTRAS"
"09030501","KETCHUP SALUD"
"09030502","KETCHUP MENOS 400 G"
"09030503","KETCHUP MAS 400 G"
"09030505","KETCHUP ESPECIALIDADES"
"09030515","KETCHUP SOBRES"
"09030703","MOSTAZAS PET Y SOBRES"
"09030707","MOSTAZAS DIJON"
"09030709","MOSTAZAS ANTIGUA"
"09030798","MOSTAZAS OTRAS FCO"
"09030805","SALSAS CESAR"
"09030810","SALSAS YOGURT"
"09030815","SALSAS MOSTAZA Y MIEL"
"09030820","SALSAS ENSALADA OTRAS"
"09030901","SALSAS ROSA COCKTAIL"
"09030903","SALSAS BARBACOA"
"09030904","SALSAS TARTARA"
"09030906","SALSAS PIMIENTA"
"09030909","SALSAS ALIOLI"
"09030910","SALSAS SNACKING"
"09030912","SALSAS PICANTES"
"09030919","SALSAS INTERNACIONALES"
"09030921","SALSAS SOJA"
"09030926","SALSAS BRAVA"
"09030941","SALSAS REGIONALES"
"09030944","SALSAS CHIMICHURRI"
"09030947","SALSAS MOJO PICON"
"09030950","SALSAS ESPECIALES QUESO"
"09030953","SALSAS ESPECIALES OTRAS"
"09050605","SAL FINA"
"09050610","SAL ENRIQUECIDA"
"09050615","SAL GRUESA"
"09050905","SAL PARA HORNO"
"09051205","SALERO SAL NORMAL"
"09051210","SALEROS HIPOSODICA"
"09051505","MOLINILLOS Y ESPECIALIDADES"
"09051805","BICARBONATO"
"09052105","ESCAMAS Y FLOR DE SAL NATURAL"
"09052110","SALES C/HIERBAS Y ESPECIAS"
"09052150","SALES ESPECIALES"
"09070103","ARROZ REDONDO"
"09070105","ARROZ BOMBA"
"09070303","ARROZ LARGO"
"09070503","ARROZ VAPORIZADO"
"09070701","ARROZ INTEGRAL"
"09070703","ARROZ AROMATICO"
"09070715","ARROZ ECOLOGICO"
"09070720","ARROZ SALVAJE"
"09070725","ARROZ RISOTTOS Y CALDOSOS"
"09070798","ARROZ RESTO ESPECIALIDADES"
"09070901","QUINOA Y SEMILLAS"
"09070903","RESTO CEREALES GUARNICIONES"
"09071101","VASITO ARROZ COCIDO"
"09071105","VASITO ARROZ INTEGRAL Y QUINOA"
"09071110","OTRAS VARIEDADES"
"09090101","ALUBIA BLANCA LARGA"
"09090103","ALUBIA MORADA"
"09090105","ALUBIA PINTA"
"09090107","ALUBIA NEGRILLA"
"09090109","ALUBIA PALMEÑA"
"09090113","ALUBIA NEGRA"
"09090115","ALUBIA JUDION"
"09090120","ALUBIA OTROS"
"09090301","GARBANZO MEJICANO"
"09090303","GARBANZO LECHOSO"
"09090307","GARBANZO PEDROSILLANO"
"09090310","OTROS GARBANZOS"
"09090501","LENTEJA CASTELLANA"
"09090503","LENTEJA PARDINA"
"09090505","LENTEJA RAPIDA"
"09090507","OTRAS LENTEJAS"
"09090901","ALUBIA BLANCA COCIDA FRASCO NORMAL"
"09090902","ALUBIA COCIDA FRASCO PEQUEÑO"
"09090904","ALUBIA COCIDA C/GUARNICION FRA"
"09090914","ALUBIA COLOR COCIDA FRASCO NORMAL"
"09090915","ALUBIA POCHA COCIDA FRASCO NORMAL"
"09090916","JUDION COCIDO FRASCO NORMAL"
"09091001","GARBANZO COCIDO FRASCO NORMAL"
"09091003","GARBANZO COCIDO FRASCO PEQUEÑO"
"09091005","GARBANZO COCIDO C/GUARNICION FRASCO"
"09091301","LENTEJA COCIDA  FRASCO NORMAL"
"09091303","LENTEJA COCIDA  FRASCO PEQUEÑO"
"09091305","LENTEJA COCIDA  C/GUARNICION FRASCO"
"09091501","OTRAS LEGUMBRES"
"09110401","FABADA FORMATO MENOS 600 G"
"09110403","FABADA FORMATO MAS 600 G"
"09110405","ALUBIAS"
"09110407","LENTEJAS"
"09110409","GARB.Y COCIDOS BASE GARBANZO"
"09110411","PLATOS LEGUMBRES LATA OTROS"
"09110601","ALBONDIGAS"
"09110801","CALLOS"
"09111403","PIMIENTOS RELLENOS"
"09111603","ENSALADAS PREPARADAS"
"09111801","PLATO MICROONDABLE BASE ARROZ"
"09111803","PLATO MICROONDABLE BASE PASTA"
"09111805","PLATO MICROONDA.BASE LEGUMBRES"
"09111807","PLATO MICROONDA.BASE VERDURAS"
"09111811","PLATO MICROONDABLE BASE CARNE"
"09111813","PLATO MICROONDA.BASE PESCADO"
"09112007","PLATOS PREPARADOS REGIONALES"
"09112009","PLATOS PREPARADOS OTROS"
"09112505","MENUS BOLSA"
"09112510","MENUS CUPS"
"09112515","NOODLES BOLSA BASICOS"
"09112520","NOODLES BOLSA YAKISOBA"
"09112525","NOODLES CUP BASICOS"
"09112530","NOODLES CUP YAKISOBA"
"09130103","HELICES Y ESPIRALES ENSALADAS"
"09130116","PASTA LARGA VEGETAL"
"09130198","RESTO PASTA ENSALADAS"
"09130302","PASTA LARGA ESPAGUETI"
"09130304","PASTA LARGA RESTO"
"09130306","PASTA CORTA MACARRON"
"09130308","PASTA SOPA FIDEO"
"09130316","PASTA CORTA RESTO"
"09130335","PASTA SOPA RESTO"
"09130402","PASTA LARGA GOURMET"
"09130404","PASTA CORTA GOURMET"
"09130405","PASTA GOURMET INTGRAL-S/GLUTEN"
"09130409","ESPECIALIDADES GOURMET"
"09130501","OTRAS LASAÑAS"
"09130503","CANELONES TRADICIONAL"
"09130505","LASAÑA INSTANT"
"09130507","CANELONES  INSTANT"
"09130602","PASTA S/GLUTEN CORTA"
"09130603","PASTA INTEGRAL CORTA"
"09130605","PASTA INTEGRAL LARGAS Y OTRAS"
"09130615","PASTA S/ GLUTEN LARGAS Y OTRAS"
"09130701","TORTELLINIS"
"09130703","RAVIOLIS"
"09130705","ÑOQUIS Y OTROS"
"09130710","COUS COUS"
"09130715","SEMOLAS Y TAPIOCAS"
"09130801","PASTA LARGA HUEVO"
"09130803","PASTA CORTA HUEVO"
"09130805","RESTO PASTA HUEVO Y NIDOS"
"09131201","SALSA PASTA CARNE"
"09131202","SALSA PASTA BLANCA"
"09131203","SALSA PASTA PESTOS"
"09131206","SALSA PASTA VEGETAL"
"09131210","SALSA PASTA QUESO"
"09131298","RESTO SALSAS PASTA"
"09150101","PURE PATATA NORMAL"
"09150105","PURE PATATA ESPECIALIDADES"
"09150201","AYUDA CULINARIA HORNO"
"09150203","AYUDA CULINARIA SARTEN"
"09150210","AYUDA CULINARIA OTROS"
"09150301","CALDO PASTILLA CARNE"
"09150303","CALDO PASTILLA AVE"
"09150304","CALDO PASTILLA PESCADO"
"09150305","CALDO PASTILLA VEGETAL"
"09150502","SOPA Y CREMA SOBRE BASICA"
"09150506","SOPA Y CREMA SOBRE INSTANTANEA"
"09150605","CALDO LIQUIDO CARNE"
"09150607","CALDO LIQUIDO AVE"
"09150609","CALDO LIQUIDO PESCADO"
"09150611","CALDO LIQUIDO VEGETAL"
"09150613","CALDO LIQUIDO COCIDO"
"09150615","CALDO LIQUIDO ARROZ Y FIDEUA"
"09150801","CREMA LIQUIDA FORMATO PEQUEÑO"
"09150803","CREMA LIQUIDA FORMATO FAMILIAR"
"09170101","HARINA COMUN"
"09170103","HARINA INTEGRAL"
"09170105","HARINA REPOSTERIA"
"09170107","HARINA REBOZADOS O FRITURAS"
"09170108","HARINA DE FUERZA"
"09170109","HARINAS ESPECIALIDADES"
"09170301","PAN RALLADO NORMAL"
"09170303","PAN RALLADO ESPECIALIDADES"
"09190101","AZUCAR BLANCO"
"09190103","AZUCAR MAS DE 1KG"
"09190105","AZUCAR MORENO"
"09190107","AZUCARILLOS"
"09190109","AZUCAR ESPECIALIDADES"
"09190303","EDULCORANTE LIQUIDO"
"09190305","EDULCORANTE POLVO"
"09190307","EDULCORANTE COMPRIMIDOS"
"09190398","OTROS EDULCORANTES"
"09210101","PASTELES MOUSSES"
"09210103","PASTELES FRESCOS"
"09210301","GELATINA FRESA"
"09210305","GELATINA LIMON"
"09210307","GELATINA OTROS SABORES"
"09210501","FLANES"
"09210503","NATILLAS"
"09210504","CUAJADAS"
"09210507","OTROS POSTRES TRADICIONALES"
"09210701","GELATINAS NEUTRAS"
"09210703","CARAMELOS Y SIROPES"
"09210707","OTRAS AYUDAS REPOSTERIA"
"09210709","CONDIMENTOS REPOSTERIA"
"09210715","AROMA Y ESENCIAS"
"09210720","COLORANTES Y COBERTURAS"
"09211005","VELAS"
"09211010","DECORACIONES"
"09211015","FRUTOS SECOS"
"09211505","BASES Y BIZCOCHOS"
"09211510","TARTAS CHOCOLATE"
"09211515","OTRAS  TARTAS"
"09212005","LEVADURA QUIMICA"
"09212010","LEVADURA PANADERA"
"09212015","OTROS FERMENTOS/GASIFICANTES"
"09250505","SALCHICHAS BOCKWURST"
"09250510","SALCHICHAS FRANKFURT"
"09250515","SALCHICHAS COCKTAIL"
"09250520","SALCHICHAS OTROS TIPOS"
"09251005","MAGRO Y FIAMBRES DE CERDO"
"09251015","MAGRO Y FIAMBRES DE VACUNO"
"09251505","PECHUGAS POLLO EN CONSERVA"
"09251510","PECHUGAS PAVO EN CONSERVA"
"09252005","CARACOLES"
"09252010","CONFIT Y MUSLOS DE PATO"
"09350503","PIMENTON DULCE"
"09350506","PIMENTON PICANTE"
"09350509","AZAFRAN"
"09350512","CANELA"
"09350515","COLORANTE ALIMENTARIO"
"09350518","PIMIENTA CAYENA"
"09350521","CLAVO"
"09350524","COMINO"
"09350527","CURCUMA"
"09350530","CURRY"
"09350533","JENJIBRE"
"09350536","NUEZ MOSCADA"
"09350539","AJONJOLI"
"09350542","ESPECIAS OTROS"
"09351003","AJOS"
"09351006","OREGANO"
"09351009","PEREJIL"
"09351012","ALBAHACA"
"09351015","ANIS"
"09351018","CEBOLLA"
"09351021","CILANTRO"
"09351024","ENELDO"
"09351027","ESTRAGON"
"09351030","HIERBABUENA"
"09351033","LAUREL"
"09351036","ROMERO"
"09351039","TOMILLO"
"09351042","HIERBAS PROVENZALES"
"09351505","PIMIENTA NEGRA"
"09351510","PIMIENTA BLANCA"
"09351515","PIMIENTA MEZCLA"
"09351520","PIMIENTA VERDE"
"09351525","OTROS CONDIMENTOS"
"09352005","SAZONADORES DEL MUNDO"
"09352010","SAZONADORES CARNE"
"09352015","SAZONADOR PASTA"
"09352020","SAZONADOR PAELLA"
"09352025","OTROS SAZONADORES"
"09352505","PIMIENTO SECO"
"09352510","PIÑONES"
"09352515","CEBOLLA FRITA"
"09352520","OTRAS ESPECIALIDADES"
"09352525","ESPECIAS COCTELERIA"
"10026605","BEBIDAS DE SOJA"
"10026610","BEBIDAS DE AVENA"
"10026615","BEBIDAS DE ARROZ"
"10026620","BEBIDAS CON OTROS CEREALES"
"10026625","BEBIDAS DE ALMENDRA"
"10026905","BELLEZA"
"10026910","FUNCIONAL-SALUD"
"10026915","RELAX"
"10026920","CONTROL PESO CAPSULAS"
"10026935","ENERGETICOS"
"10026940","VITAMINAS Y  MINERALES"
"10027206","POSTRES Y ZUMOS"
"10027209","PAN TOSTADO Y PAN DE MOLDE"
"10027212","INFUSIONES"
"10027215","MERMELADAS"
"10027218","GALLETAS CHOCOLATE"
"10027221","GALLETAS FIBRA"
"10027227","OTRAS GALLETAS"
"10027230","PRODUCTOS SUSTITUTIVOS"
"10027233","PRODUCTOS SACIANTES"
"10027505","BARRITAS"
"10027510","GELES"
"10027525","SUPLEMENTOS DE NUTRICION"
"10028403","BOLLERIA"
"10028406","GALLETAS"
"10028409","CEREALES Y BARRITAS"
"10028412","TORTITAS SIN GLUTEN"
"10028415","HARINAS, PAN RALLADO, PREPARAD"
"10028421","MASAS Y PIZZAS"
"10028424","PASTA"
"10028427","PAN TOSTADO"
"10028430","PAN DE MOLDE"
"10028705","MULTICEREALES"
"10028710","BASICAS MAIZ"
"10028715","BASICAS ARROZ"
"10028720","MINI TORTITAS"
"10028725","SABORES"
"10028730","BAÑADAS MAIZ"
"10028735","BAÑADAS ARROZ"
"10029005","SEMILLAS"
"10029010","CEREALES"
"10029015","OTROS COMPLEMENTOS"
"10029020","LECITINAS"
"10029025","LEVADURAS"
"10029030","SALVADOS"
"10040124","TURRON BLANDO"
"10040127","TURRON DURO"
"10040130","TORTA IMPERIAL"
"10040133","TURRONES YEMA"
"10040136","TURRONES OBRADOR"
"10040139","PORCIONES TURRONES"
"10040142","TURRONES CHOCOLATE CRUJIENTES"
"10040145","PRALINE (CREM CHOCO ALM/AVELL)"
"10040148","TURRONES CHOCOLATE CON F SECOS"
"10040315","MAZAPAN"
"10040318","PASTELES Y PAN DE CADIZ"
"10040321","MARQUESAS"
"10040324","VARIOS MAZAPAN"
"10040510","POLVORONES Y MANTECADOS"
"10040515","SURTIDO POLVORONES Y MANTECAD"
"10040722","PELADILLAS Y PIÑONES"
"10040725","ALMENDRAS RELLENAS Y GARRAPIÑ"
"10040728","HOJALDRES NAVIDAD"
"10040731","NEULAS Y BARQUILLOS"
"10040734","VARIOS ESPECIALIDADES"
"10041105","PANETTONES TRACIONALES"
"10041110","PANNETONES ESPECIALIDADES"
"10041115","OTRAS ESPECIALIADES ITALIANAS"
"10041322","GRANEL BANDA BASICA"
"10041805","TURRONES ECOLOGICOS"
"10042105","GAMA INFANTIL"
"10042705","TURRONES SIN AZUCAR"
"10042715","VARIOS SIN AZUCAR"
"10080101","CAFE GRANO NATURAL"
"10080103","CAFE GRANO MEZCLA"
"10080105","CAFE GRANO OTROS"
"10080301","CAFE MOLIDO NATURAL"
"10080303","CAFE MOLIDO MEZCLA"
"10080307","CAFE MOLIDO DESCAFEINADO"
"10080311","CAFE MOLIDO ORIGENES"
"10080313","CAFE MOLIDO EXPRESSO"
"10080401","SISTEMA DOLCE GUSTO"
"10080403","SISTEMA TASSIMO"
"10080409","SISTEMA NESPRESSO"
"10080411","OTROS SISTEMAS"
"10080501","CAFE SOLUBLE NATURAL - 200GR"
"10080503","CAFE SOLUBLE NATURAL + 200GR"
"10080505","CAFE SOLUBLE NATURAL SOBRES"
"10080507","CAFE SOLUBLE DESCAFE - 200GR"
"10080509","CAFE SOLUBLE DESCAFE + 200GR"
"10080511","CAFE SOLUBLE DESCAFE SOBRES"
"10080513","CAFE SOLUBLE MEZCLAS"
"10080515","CAFE SOLUBLE ESPECIALIDADES"
"10080701","ACHICORIA GRANO"
"10080703","ACHICORIA SOLUBLE"
"10080705","MALTA"
"10080901","CEREALES SOLUBLES"
"10101505","INF.BOLSITAS MANZANILLA"
"10101510","INF.BOLSITAS TILA"
"10101515","INF.BOLSITAS POLEO"
"10101520","INF.BOLSITAS ROOIBOS"
"10101525","INF.BOLSITAS LINEA"
"10101530","INF.BOLSITAS RELAX"
"10101535","INF.BOLSITAS DIGESTIVO"
"10101540","INF.BOLSITAS RESTO FUNCIONALES"
"10101545","INF.BOLSITAS OTROS"
"10102005","TE BOLSITAS ROJO"
"10102010","TE BOLSITAS VERDE"
"10102015","TE BOLSITAS NEGRO"
"10102020","TE BOLSITAS OTROS"
"10103015","TE GRANEL NEGRO"
"10103505","INFUSIONES Y TE OTROS"
"10110103","SOLUBLES CACAO ESPECIALIDADES"
"10110105","SOLUBLES CACAO HASTA  500 GR"
"10110107","SOLUBLES CACAO 500GR A 1200GR"
"10110111","SOLUBLES CACAO MAS DE 1200 GR"
"10110303","INSTANT. CACAO ESPECIALIDADES"
"10110305","INSTANT. CACAO HASTA 500 GR"
"10110307","INSTANT. CACAO 500 GR a 1200GR"
"10110309","INSTANT. CACAO MAS DE 1200GR"
"10110501","CACAO POLVO"
"10110505","CACAO POLVO INSTANTANEO"
"10120405","CREMAS CACAO CHOCO MAS 400 GR"
"10120410","CREMAS CACAO CHOCO HASTA 400GR"
"10120415","CREMAS CACAO DUO"
"10120420","CREMAS CACAO OTROS"
"10120506","SNACKS"
"10140301","CHOCO LECHE C/ALMENDRAS"
"10140305","CHOCO LECHE C/AVELLANAS"
"10140309","CHOCO LECHE C/OTRAS ADICIONES"
"10140315","CHOCOLATE LECHE"
"10140320","CHOCOLATE LECHE PACKS"
"10140325","CHOCOLATE LECHE 300GR O MAS"
"10140330","CHOCO LECHE BLANCO"
"10140335","CHOCO LECHE C/GALLETAS"
"10140501","CHOCOLATE NEGRO"
"10140510","CHOCO NEGRO C/ALMENDRAS"
"10140515","CHOCO NEGRO C/OTRAS ADIC"
"10141101","CHOCOLATE POSTRE"
"10141106","CHOCOLATE TAZA"
"10141301","CHOCO EXPER. NEGRO C/ADIC"
"10141302","CHOCO EXPER. LECHE C/ADIC"
"10141305","CHOCO EXPER. BLANCO Y LECHE"
"10141316","CHOCO EXPER NEGR MENOS 70"
"10141319","CHOCO EXPER. NEGRO 70 A 84"
"10141322","CHOCO EXPER. NEGRO 85 O MAS"
"10141325","CHOCO EXPER NEGR C.ALMEND"
"10141501","CHOCOLATES S/AZUCAR LECHE"
"10141507","CHOCO S/AZUCAR NEGRO"
"10141701","CHOCO INFANTIL C/LECHE"
"10141709","CHOCO INFANTIL C/ADICIONES"
"10151805","ACEITE, VINAGRES Y ADEREZOS"
"10151810","MACROBIOTICA"
"10151815","SAL Y ESPECIAS"
"10152105","ACEITUNAS Y ENCURTIDOS"
"10152110","PATATAS FRITAS Y SNACKS"
"10152115","FRUTOS SECOS"
"10152120","TORTITAS"
"10152125","BARRITAS"
"10152405","SEMILLAS"
"10152410","LEGUMBRES SECAS Y LEG COCIDAS"
"10152415","ARROZ Y CUSCUS"
"10152705","AZUCAR Y EDULCORANTES"
"10152715","CHOCOLATES Y BOMBONES"
"10153005","MERMELADAS, ALMIBARES Y MIEL"
"10153010","PAN TOSTADO Y PAN DE MOLDE"
"10153015","BOLLERIA INDUSTRIAL Y GALLETAS"
"10153020","CREMAS Y CACAOS EN POLVO"
"10153025","CEREALES"
"10153030","CAFE"
"10153035","INFUSIONES"
"10153305","CONSERVAS DE PESCADO"
"10153310","CONS VEGET, TOM, PIMIEN, ESPAR"
"10153315","PATES"
"10153320","SALSAS"
"10153605","HARINAS Y PAN RALLADO"
"10153610","PASTA"
"10153615","SOPAS, MENUS, PURES Y CALDOS"
"10153905","LECHES"
"10153910","BEBIDAS VEGETALES AVENA"
"10153915","BEBIDAS VEGETALES SOJA"
"10153920","BEBIDAS VEGETALES ARROZ"
"10153925","OTRAS BEBIDAS VEGETALES"
"10154205","ESPUMOSOS"
"10154220","VINOS"
"10154225","ZUMOS"
"10154230","ZUMOS GO"
"10160101","BARRITAS CHOCO ADULT RELL MINI"
"10160103","BARRITAS CHOCO INFANTIL"
"10160109","BARRITAS CHOCO ADULTO OTRAS"
"10160111","BARRITAS CHOCO ADULTO RELLENAS"
"10160303","FIGURAS HUEVOS CHOCOLATE"
"10160306","FIGURAS OTROS FORM CHOCO"
"10160309","FIGURA CHOCO OTROS FORM CAMPAÑ"
"10160501","GRAGEAS CHOCOLATE ADULTO"
"10160503","GRAGEAS CHOCOLATE INFANTIL"
"10180106","BOMBONES CONS. PROPIO SURTIDO"
"10180109","BOMBONES CONS. PROPIO MONOVAR"
"10180303","BOMBON REGALO CAJAS Y BANDEJAS"
"10180310","BOMBON REGALO FORMAT. ESPECIAL"
"10181005","BOMBONES COMPARTIR LECHE"
"10181010","BOMBONES COMPARTIR SURTIDO"
"10181015","BOMBONES COMPARTIR MONOVAR"
"10181505","BOMBONES TRUFAS CACAO"
"10181510","BOMBONES TRUFAS SABORES"
"10200101","MARIA O CLASICAS"
"10200104","TOSTADA"
"10200105","MINI SNACKING"
"10200106","BIZCOCHO"
"10200107","ARTESANA"
"10200310","TOSTADITAS"
"10200315","A CUCHARADAS"
"10200320","TIPO DINOS"
"10200502","FIBRA O INTEGRAL"
"10200504","CON INGREDIENTES"
"10200520","BAJO O SIN AZUCAR"
"10200525","BIO"
"10200707","BAÑADAS"
"10200708","DIGESTIVAS"
"10200709","RELLENAS"
"10200710","BIZCOCHO"
"10200711","BARRITAS"
"10200713","COOKIE"
"10200715","TOSTADA"
"10200720","ARTESANA"
"10200725","MINI SNACKING"
"10200907","BARQUILLO"
"10200909","PREMIUM O INTERNACIONALES"
"10200911","RELLENAS"
"10200915","GALLETAS SURTIDAS"
"10200920","PASTAS ARTESANAS O SURTIDAS"
"10200925","PARA HELADO"
"10220101","BARRITAS INFANTIL-JUVENIL"
"10220103","BARRITAS ENERGETICAS"
"10220107","BARRITAS FUNCIONALES"
"10220109","BARRITAS LINEA"
"10220113","OTROS FORMATOS SNACKS"
"10220701","CEREALES ADULTO FIBRA"
"10220703","CEREALES LINEA ESTANDAR"
"10220704","CEREALES LINEA SABORES"
"10220705","CEREAL ADULTO MUESLI-MULTICER"
"10220715","CEREALES FAMILIAR"
"10220720","CEREAL INFANTIL SIN CHOCOLATE"
"10220725","CEREAL INFANTIL CHOCO RELLENO"
"10220730","CER. INFANTIL CHOCO S/RELLENO"
"10240130","MAGDALENAS"
"10240133","CROISSANTS"
"10240136","SOBAOS"
"10240139","PAN LECHE, BRIOCHE, MEDIA NOCH"
"10240145","NAPOLIT, ENSAIM, OTROS DESAYUN"
"10240320","BERLINA Y BOLLO"
"10240329","PASTELITOS"
